_id,Date/Time (AEST),Hs (m),Hmax (m),Tz (s),Tp (s),Peak Direction (degrees),SST (degrees C)
358,2024-01-08T10:30:00,1.384,2.050,5.865,8.851,119.00,26.200
359,2024-01-08T11:00:00,1.294,1.970,6.068,8.224,111.00,26.250
360,2024-01-08T11:30:00,1.387,2.040,6.060,8.418,109.00,26.350
361,2024-01-08T12:00:00,1.265,2.130,5.637,8.544,115.00,26.450
362,2024-01-08T12:30:00,1.393,2.370,5.703,8.427,115.00,26.450
363,2024-01-08T13:00:00,1.380,2.680,6.018,8.191,111.00,26.600
364,2024-01-08T13:30:00,1.394,2.110,6.024,8.370,113.00,26.650
365,2024-01-08T14:00:00,1.488,2.770,6.121,8.472,116.00,26.600
366,2024-01-08T14:30:00,1.453,2.250,5.901,8.173,115.00,26.600
367,2024-01-08T15:00:00,1.275,2.260,5.816,8.232,113.00,26.650
368,2024-01-08T15:30:00,1.376,2.880,5.880,8.149,111.00,26.650
369,2024-01-08T16:00:00,1.427,2.280,6.116,8.415,112.00,26.700
370,2024-01-08T16:30:00,1.388,2.050,5.803,8.279,111.00,26.700
371,2024-01-08T17:00:00,1.345,2.040,5.928,8.210,109.00,26.600
372,2024-01-08T17:30:00,1.382,2.290,5.931,8.271,108.00,26.550
373,2024-01-08T18:00:00,1.317,2.220,5.904,8.401,106.00,26.450
374,2024-01-08T18:30:00,1.348,2.260,6.104,8.455,108.00,26.500
375,2024-01-08T19:00:00,1.251,1.890,6.153,8.258,106.00,26.400
376,2024-01-08T19:30:00,1.302,2.023,5.858,7.302,111.00,26.400
377,2024-01-08T20:00:00,1.292,2.184,5.988,8.467,111.00,26.450
378,2024-01-08T20:30:00,1.199,1.923,5.818,7.588,108.00,26.450
379,2024-01-08T21:00:00,1.184,1.724,5.910,8.692,113.00,26.450
380,2024-01-08T21:30:00,1.229,1.810,5.996,8.401,111.00,26.450
381,2024-01-08T22:00:00,1.166,1.874,5.983,8.193,-99.9,26.400
382,2024-01-08T22:30:00,1.120,1.860,5.956,8.531,111.00,26.400
383,2024-01-08T23:00:00,1.182,2.010,5.931,8.410,104.00,26.350
384,2024-01-08T23:30:00,1.171,1.820,5.759,7.303,109.00,26.350
385,2024-01-09T00:00:00,1.278,2.090,5.990,8.280,101.00,26.350
386,2024-01-09T00:30:00,1.300,2.040,6.347,8.479,108.00,26.300
387,2024-01-09T01:00:00,1.358,2.320,6.044,8.301,99.00,26.250
388,2024-01-09T01:30:00,1.320,2.190,6.134,8.442,98.00,26.250
389,2024-01-09T02:00:00,1.257,2.240,6.149,8.514,104.00,26.300
390,2024-01-09T02:30:00,1.121,1.910,5.571,7.560,97.00,26.300
391,2024-01-09T03:00:00,1.206,1.900,5.832,8.437,99.00,26.250
392,2024-01-09T03:30:00,1.115,1.700,5.861,8.201,97.00,26.250
393,2024-01-09T04:00:00,1.129,1.850,5.789,8.454,98.00,26.250
394,2024-01-09T04:30:00,1.101,1.670,5.882,8.270,101.00,26.250
395,2024-01-09T05:00:00,1.068,1.700,5.782,8.547,105.00,26.250
396,2024-01-09T05:30:00,1.057,1.940,5.725,7.544,102.00,26.250
397,2024-01-09T06:00:00,1.072,1.740,5.828,7.818,104.00,26.200
398,2024-01-09T06:30:00,1.011,1.650,5.811,8.465,99.00,26.300
399,2024-01-09T07:00:00,0.992,1.730,5.904,8.039,98.00,26.350
400,2024-01-09T07:30:00,0.885,1.600,5.834,8.509,101.00,26.350
401,2024-01-09T08:00:00,0.961,1.620,5.749,8.538,104.00,26.400
402,2024-01-09T08:30:00,0.909,1.520,6.043,8.125,101.00,26.400
403,2024-01-09T09:00:00,0.934,1.550,5.943,7.946,113.00,26.450
404,2024-01-09T09:30:00,0.915,1.510,5.642,7.592,106.00,26.600
405,2024-01-09T10:00:00,1.051,1.650,6.048,8.174,105.00,26.800
406,2024-01-09T10:30:00,0.980,1.690,5.837,7.862,98.00,27.000
407,2024-01-09T11:00:00,1.060,1.890,6.029,8.461,99.00,27.000
408,2024-01-09T11:30:00,0.977,2.040,5.943,7.909,97.00,27.100
409,2024-01-09T12:00:00,1.042,1.740,5.999,7.381,98.00,27.200
410,2024-01-09T12:30:00,1.119,2.260,6.181,7.780,97.00,27.350
411,2024-01-09T13:00:00,0.979,1.560,5.849,7.798,97.00,27.150
412,2024-01-09T13:30:00,1.017,1.550,6.051,7.763,101.00,27.000
413,2024-01-09T14:00:00,1.049,2.360,5.826,7.881,98.00,26.850
414,2024-01-09T14:30:00,0.941,1.500,5.759,7.353,95.00,26.750
415,2024-01-09T15:00:00,1.011,1.690,6.107,8.130,97.00,26.650
416,2024-01-09T15:30:00,1.052,1.900,5.608,8.120,98.00,26.550
417,2024-01-09T16:00:00,0.961,1.920,5.510,7.867,95.00,26.450
418,2024-01-09T16:30:00,1.059,1.780,5.794,7.833,92.00,26.450
419,2024-01-09T17:00:00,0.948,1.600,5.682,7.557,92.00,26.400
420,2024-01-09T17:30:00,1.085,1.920,5.755,7.913,98.00,26.400
421,2024-01-09T18:00:00,0.944,1.770,5.893,7.583,88.00,26.400
422,2024-01-09T18:30:00,1.073,1.680,6.162,7.841,85.00,26.350
423,2024-01-09T19:00:00,0.941,1.300,5.797,7.829,97.00,26.500
424,2024-01-09T19:30:00,0.983,1.600,5.671,8.124,88.00,26.550
425,2024-01-09T20:00:00,0.955,1.630,5.872,7.840,95.00,26.550
426,2024-01-09T20:30:00,0.891,1.590,5.556,7.092,95.00,26.500
427,2024-01-09T21:00:00,1.011,1.560,5.953,7.773,85.00,26.450
428,2024-01-09T21:30:00,0.936,1.580,5.666,7.771,88.00,26.450
429,2024-01-09T22:00:00,0.897,1.760,5.756,7.580,90.00,26.450
430,2024-01-09T22:30:00,0.916,1.610,5.647,7.527,91.00,26.450
431,2024-01-09T23:00:00,0.914,1.360,5.973,7.377,87.00,26.450
432,2024-01-09T23:30:00,0.838,1.470,5.811,7.839,90.00,26.400
433,2024-01-10T00:00:00,0.847,1.590,5.791,7.503,85.00,26.250
434,2024-01-10T00:30:00,0.824,1.380,5.548,7.263,85.00,26.450
435,2024-01-10T01:00:00,0.767,1.380,5.486,8.116,87.00,26.600
436,2024-01-10T01:30:00,0.780,1.480,5.545,7.822,95.00,26.550
437,2024-01-10T02:00:00,0.808,1.390,5.417,7.686,88.00,26.750
438,2024-01-10T02:30:00,0.793,1.360,5.576,6.995,91.00,26.750
439,2024-01-10T03:00:00,0.767,1.220,5.423,7.305,84.00,26.700
440,2024-01-10T03:30:00,0.839,1.890,5.599,7.992,84.00,26.700
441,2024-01-10T04:00:00,0.804,1.400,5.576,7.598,90.00,26.650
442,2024-01-10T04:30:00,0.786,1.420,5.486,7.544,94.00,26.550
443,2024-01-10T05:00:00,0.797,1.180,5.427,7.845,91.00,26.550
444,2024-01-10T05:30:00,0.712,1.100,5.287,8.184,90.00,26.600
445,2024-01-10T06:00:00,0.797,1.420,5.835,8.144,88.00,26.650
446,2024-01-10T06:30:00,0.734,1.050,5.244,8.143,87.00,26.600
447,2024-01-10T07:00:00,0.725,1.040,5.161,8.145,81.00,26.600
448,2024-01-10T07:30:00,0.782,1.260,5.487,7.467,81.00,26.600
449,2024-01-10T08:00:00,0.768,1.420,5.397,8.150,90.00,26.550
450,2024-01-10T08:30:00,0.761,1.250,5.417,7.826,85.00,26.550
451,2024-01-10T09:00:00,0.762,1.210,5.614,8.141,85.00,26.550
452,2024-01-10T09:30:00,0.770,1.330,5.748,7.569,85.00,26.550
453,2024-01-10T10:00:00,0.796,1.370,5.763,8.174,90.00,26.650
454,2024-01-10T10:30:00,0.697,1.090,5.481,7.100,87.00,26.800
455,2024-01-10T11:00:00,0.781,1.300,5.744,6.829,90.00,27.200
456,2024-01-10T11:30:00,0.750,1.270,5.678,7.028,94.00,27.250
457,2024-01-10T12:00:00,0.769,1.350,5.719,7.554,101.00,27.150
458,2024-01-10T12:30:00,0.807,1.170,5.638,7.001,92.00,27.150
459,2024-01-10T13:00:00,0.716,1.280,5.583,6.720,94.00,27.050
460,2024-01-10T13:30:00,0.735,1.310,5.574,7.006,92.00,27.500
461,2024-01-10T14:00:00,0.690,1.110,5.439,7.095,90.00,27.350
462,2024-01-10T14:30:00,0.711,1.100,5.457,7.022,98.00,27.500
463,2024-01-10T15:00:00,0.776,1.360,5.489,6.888,97.00,27.550
464,2024-01-10T15:30:00,0.751,1.200,5.787,7.541,97.00,27.400
465,2024-01-10T16:00:00,0.758,1.280,5.422,6.842,88.00,27.300
466,2024-01-10T16:30:00,0.780,1.540,5.352,7.535,91.00,27.350
467,2024-01-10T17:00:00,0.699,1.230,4.925,7.255,92.00,27.150
468,2024-01-10T17:30:00,0.739,1.270,4.720,7.134,92.00,26.850
469,2024-01-10T18:00:00,0.727,1.440,4.581,7.236,91.00,26.700
470,2024-01-10T18:30:00,0.748,1.280,4.709,7.315,91.00,26.550
471,2024-01-10T19:00:00,0.740,1.320,4.734,7.321,98.00,26.500
472,2024-01-10T19:30:00,0.714,1.120,4.570,7.555,101.00,26.450
473,2024-01-10T20:00:00,0.714,1.260,4.249,7.553,102.00,26.650
474,2024-01-10T20:30:00,0.756,1.410,4.472,7.224,98.00,26.700
475,2024-01-10T21:00:00,0.763,1.480,4.348,7.598,99.00,26.700
476,2024-01-10T21:30:00,0.716,1.140,4.418,7.392,104.00,26.600
477,2024-01-10T22:00:00,0.712,1.230,4.371,7.329,99.00,26.550
478,2024-01-10T22:30:00,0.747,1.220,4.446,7.522,97.00,26.550
479,2024-01-10T23:00:00,0.721,1.330,4.316,7.513,97.00,26.550
480,2024-01-10T23:30:00,0.783,1.370,4.347,5.625,97.00,26.550
481,2024-01-11T00:00:00,0.773,1.260,4.171,7.429,104.00,26.500
482,2024-01-11T00:30:00,0.839,1.370,4.212,6.995,105.00,26.450
483,2024-01-11T01:00:00,0.832,1.380,4.283,7.061,98.00,26.400
484,2024-01-11T01:30:00,0.819,1.340,4.401,6.807,99.00,26.350
485,2024-01-11T02:00:00,0.814,1.230,4.538,6.940,92.00,26.350
486,2024-01-11T02:30:00,0.808,1.400,4.680,6.892,101.00,26.350
487,2024-01-11T03:00:00,0.905,1.780,4.566,4.953,102.00,26.350
488,2024-01-11T03:30:00,0.830,1.340,4.730,6.162,83.00,26.400
489,2024-01-11T04:00:00,0.824,1.410,4.792,7.521,99.00,26.350
490,2024-01-11T04:30:00,0.842,1.580,4.668,6.810,92.00,26.300
491,2024-01-11T05:00:00,0.797,1.250,4.746,7.054,92.00,26.250
492,2024-01-11T05:30:00,0.837,1.430,4.726,7.315,90.00,26.250
493,2024-01-11T06:00:00,0.831,1.230,4.706,6.827,98.00,26.300
494,2024-01-11T06:30:00,0.767,1.370,4.423,5.952,102.00,26.250
495,2024-01-11T07:00:00,0.825,1.480,4.512,7.337,94.00,26.300
496,2024-01-11T07:30:00,0.823,1.380,4.333,7.232,99.00,26.250
497,2024-01-11T08:00:00,0.870,1.370,4.650,7.261,102.00,26.350
498,2024-01-11T08:30:00,0.866,1.320,4.794,7.343,88.00,26.650
499,2024-01-11T09:00:00,0.847,1.430,4.892,7.223,94.00,26.650
500,2024-01-11T09:30:00,0.870,1.390,4.905,5.795,95.00,26.650
501,2024-01-11T10:00:00,0.880,1.370,5.018,6.827,87.00,26.650
502,2024-01-11T10:30:00,0.924,1.530,4.767,6.729,85.00,26.700
503,2024-01-11T11:00:00,0.978,1.530,4.932,5.967,91.00,26.700
504,2024-01-11T11:30:00,0.996,1.570,4.776,6.557,85.00,26.750
505,2024-01-11T12:00:00,1.075,1.610,4.834,6.100,90.00,26.750
506,2024-01-11T12:30:00,1.047,1.730,4.660,6.750,83.00,26.800
507,2024-01-11T13:00:00,1.071,1.640,4.844,5.909,85.00,26.750
508,2024-01-11T13:30:00,1.152,2.240,4.765,6.709,85.00,26.800
509,2024-01-11T14:00:00,1.085,1.990,4.945,6.176,83.00,26.800
510,2024-01-11T14:30:00,1.159,2.030,4.699,5.495,91.00,26.750
511,2024-01-11T15:00:00,1.171,2.130,4.820,7.093,90.00,26.800
512,2024-01-11T15:30:00,1.227,2.570,4.883,6.481,80.00,26.800
513,2024-01-11T16:00:00,1.192,2.200,4.781,5.963,90.00,26.800
514,2024-01-11T16:30:00,1.282,2.490,4.936,6.190,78.00,26.750
515,2024-01-11T17:00:00,1.310,2.000,5.043,6.781,85.00,26.750
516,2024-01-11T17:30:00,1.346,2.320,4.883,6.574,80.00,26.750
517,2024-01-11T18:00:00,1.359,2.650,4.815,6.588,83.00,26.700
518,2024-01-11T18:30:00,1.423,2.670,4.950,7.957,85.00,26.700
519,2024-01-11T19:00:00,1.364,2.550,5.001,7.831,90.00,26.700
520,2024-01-11T19:30:00,1.441,2.430,5.003,7.277,92.00,26.700
521,2024-01-11T20:00:00,1.493,2.260,5.206,6.452,87.00,26.700
522,2024-01-11T20:30:00,1.616,3.000,5.370,8.260,91.00,26.650
523,2024-01-11T21:00:00,1.837,3.050,5.537,9.196,87.00,26.600
524,2024-01-11T21:30:00,1.886,3.000,5.708,8.841,85.00,26.600
525,2024-01-11T22:00:00,1.908,3.410,5.568,8.548,94.00,26.550
526,2024-01-11T22:30:00,1.969,3.310,5.942,9.018,90.00,26.550
527,2024-01-11T23:00:00,1.871,2.880,5.530,9.908,90.00,26.550
528,2024-01-11T23:30:00,1.944,3.110,5.562,9.165,85.00,26.550
529,2024-01-12T00:00:00,2.161,3.630,5.885,8.164,85.00,26.550
530,2024-01-12T00:30:00,2.228,3.310,6.089,9.322,97.00,26.500
531,2024-01-12T01:00:00,2.377,4.470,6.165,9.604,87.00,26.500
532,2024-01-12T01:30:00,2.444,3.980,6.319,8.860,94.00,26.450
533,2024-01-12T02:00:00,2.362,3.600,6.412,7.874,90.00,26.450
534,2024-01-12T02:30:00,1.978,3.648,5.837,9.823,94.00,26.400
535,2024-01-12T03:00:00,2.205,3.500,5.940,9.314,83.00,26.400
536,2024-01-12T03:30:00,2.225,5.080,6.065,10.317,97.00,26.350
537,2024-01-12T04:00:00,2.200,4.100,6.036,7.860,85.00,26.350
538,2024-01-12T04:30:00,2.364,3.710,6.272,9.448,94.00,26.350
539,2024-01-12T05:00:00,2.250,3.954,5.984,7.879,91.00,26.300
540,2024-01-12T05:30:00,2.353,4.340,6.172,9.720,88.00,26.300
541,2024-01-12T06:00:00,2.103,3.560,5.770,9.167,85.00,26.300
542,2024-01-12T06:30:00,2.222,4.270,5.992,9.201,92.00,26.300
543,2024-01-12T07:00:00,2.022,2.970,5.717,8.573,84.00,26.300
544,2024-01-12T07:30:00,2.094,3.700,5.813,9.449,91.00,26.350
545,2024-01-12T08:00:00,2.126,3.560,5.932,9.388,91.00,26.350
546,2024-01-12T08:30:00,2.107,3.080,5.933,8.538,92.00,26.350
547,2024-01-12T09:00:00,2.179,3.740,5.944,8.242,92.00,26.400
548,2024-01-12T09:30:00,2.261,3.770,6.265,9.394,92.00,26.400
549,2024-01-12T10:00:00,2.212,3.350,6.275,8.892,88.00,26.400
550,2024-01-12T10:30:00,2.005,3.120,5.895,8.526,91.00,26.400
551,2024-01-12T11:00:00,1.976,2.810,6.317,8.874,92.00,26.450
552,2024-01-12T11:30:00,1.854,3.170,5.795,9.809,94.00,26.450
553,2024-01-12T12:00:00,1.896,3.220,5.589,9.340,94.00,26.450
554,2024-01-12T12:30:00,1.788,2.680,5.836,8.182,92.00,26.450
555,2024-01-12T13:00:00,1.892,2.870,5.982,7.834,94.00,26.450
556,2024-01-12T13:30:00,2.052,3.140,6.339,9.305,95.00,26.500
557,2024-01-12T14:00:00,1.997,3.380,6.045,10.464,94.00,26.550
558,2024-01-12T14:30:00,1.918,3.130,5.724,7.367,94.00,26.550
559,2024-01-12T15:00:00,2.121,3.391,5.944,8.204,91.00,26.500
560,2024-01-12T15:30:00,2.168,3.620,5.829,10.793,97.00,26.450
561,2024-01-12T16:00:00,2.024,3.512,5.748,10.172,95.00,26.500
562,2024-01-12T16:30:00,2.249,4.640,5.947,8.704,84.00,26.550
563,2024-01-12T17:00:00,2.073,3.265,5.859,7.987,98.00,26.500
564,2024-01-12T17:30:00,2.250,3.570,6.154,10.266,88.00,26.550
565,2024-01-12T18:00:00,2.188,3.950,5.844,10.592,88.00,26.500
566,2024-01-12T18:30:00,2.136,4.400,5.696,8.502,92.00,26.500
567,2024-01-12T19:00:00,2.086,3.800,5.692,8.204,95.00,26.450
568,2024-01-12T19:30:00,2.040,3.630,5.845,8.201,92.00,26.450
569,2024-01-12T20:00:00,2.163,3.930,6.266,10.714,99.00,26.450
570,2024-01-12T20:30:00,1.900,3.480,5.540,8.143,90.00,26.450
571,2024-01-12T21:00:00,2.048,3.800,6.039,10.275,101.00,26.500
572,2024-01-12T21:30:00,2.035,3.590,6.017,9.292,99.00,26.450
573,2024-01-12T22:00:00,1.861,2.690,5.910,10.267,102.00,26.450
574,2024-01-12T22:30:00,1.892,3.230,6.027,10.264,94.00,26.450
575,2024-01-12T23:00:00,1.952,2.910,6.284,9.711,98.00,26.400
576,2024-01-12T23:30:00,1.899,2.800,6.494,10.128,94.00,26.400
577,2024-01-13T00:00:00,1.731,2.980,6.032,9.948,97.00,26.400
578,2024-01-13T00:30:00,1.744,2.750,5.992,10.201,91.00,26.400
579,2024-01-13T01:00:00,1.972,3.230,6.158,8.953,95.00,26.400
580,2024-01-13T01:30:00,1.754,2.940,6.103,9.968,101.00,26.400
581,2024-01-13T02:00:00,1.780,2.930,6.420,9.648,88.00,26.400
582,2024-01-13T02:30:00,1.754,3.320,5.916,10.266,99.00,26.350
583,2024-01-13T03:00:00,1.926,3.700,6.186,9.786,94.00,26.350
584,2024-01-13T03:30:00,1.829,2.680,6.436,10.241,94.00,26.350
585,2024-01-13T04:00:00,1.755,2.720,6.199,10.268,99.00,26.350
586,2024-01-13T04:30:00,1.930,3.390,6.293,10.020,104.00,26.300
587,2024-01-13T05:00:00,1.887,3.210,5.929,10.234,97.00,26.300
588,2024-01-13T05:30:00,1.895,3.370,6.061,9.714,91.00,26.350
589,2024-01-13T06:00:00,1.998,3.530,6.239,9.943,99.00,26.350
590,2024-01-13T06:30:00,1.834,2.850,6.152,10.060,108.00,26.350
591,2024-01-13T07:00:00,1.943,3.470,5.970,9.577,105.00,26.300
592,2024-01-13T07:30:00,1.925,3.930,6.222,9.754,102.00,26.350
593,2024-01-13T08:00:00,1.732,3.190,5.720,8.582,104.00,26.350
594,2024-01-13T08:30:00,1.784,2.674,6.011,9.384,101.00,26.350
595,2024-01-13T09:00:00,1.733,3.220,5.951,8.611,102.00,26.350
596,2024-01-13T09:30:00,1.859,3.050,6.351,9.291,111.00,26.350
597,2024-01-13T10:00:00,1.990,3.340,6.038,9.361,105.00,26.350
598,2024-01-13T10:30:00,1.908,3.070,6.084,8.939,101.00,26.400
599,2024-01-13T11:00:00,1.923,3.178,5.828,9.198,104.00,26.400
600,2024-01-13T11:30:00,1.754,2.870,5.365,9.616,109.00,26.450
601,2024-01-13T12:00:00,1.918,3.070,5.656,9.301,91.00,26.450
602,2024-01-13T12:30:00,1.915,3.270,5.582,8.928,94.00,26.500
603,2024-01-13T13:00:00,1.824,3.601,5.316,10.181,99.00,26.550
604,2024-01-13T13:30:00,1.784,2.810,5.407,8.993,94.00,26.550
605,2024-01-13T14:00:00,1.941,3.210,5.791,9.356,97.00,26.550
606,2024-01-13T14:30:00,1.791,3.157,5.484,8.840,98.00,26.550
607,2024-01-13T15:00:00,1.714,2.521,5.484,9.297,104.00,26.550
608,2024-01-13T15:30:00,1.817,3.120,5.352,10.194,97.00,26.500
609,2024-01-13T16:00:00,1.854,3.364,5.624,9.868,98.00,26.450
610,2024-01-13T16:30:00,1.793,3.180,5.837,8.486,95.00,26.500
611,2024-01-13T17:00:00,1.788,3.284,5.447,9.938,99.00,26.450
612,2024-01-13T17:30:00,1.783,3.100,5.816,9.249,98.00,26.450
613,2024-01-13T18:00:00,1.744,3.070,5.560,8.501,98.00,26.450
614,2024-01-13T18:30:00,1.763,3.650,5.734,9.736,90.00,26.450
615,2024-01-13T19:00:00,1.708,2.870,5.816,8.961,92.00,26.450
616,2024-01-13T19:30:00,1.563,2.781,5.344,8.527,101.00,26.450
617,2024-01-13T20:00:00,1.591,2.729,5.416,10.260,97.00,26.450
618,2024-01-13T20:30:00,1.589,2.400,5.675,9.472,97.00,26.450
619,2024-01-13T21:00:00,1.478,2.420,5.209,7.909,98.00,26.450
620,2024-01-13T21:30:00,1.559,2.670,5.528,9.812,98.00,26.450
621,2024-01-13T22:00:00,1.474,2.760,5.591,10.105,97.00,26.450
622,2024-01-13T22:30:00,1.483,2.340,5.391,10.243,97.00,26.450
623,2024-01-13T23:00:00,1.351,2.310,5.251,8.540,95.00,26.450
624,2024-01-13T23:30:00,1.540,2.320,5.662,10.252,97.00,26.450
625,2024-01-14T00:00:00,1.507,2.550,5.476,10.155,102.00,26.450
626,2024-01-14T00:30:00,1.413,2.240,5.467,10.146,108.00,26.450
627,2024-01-14T01:00:00,1.489,2.370,5.598,9.247,97.00,26.450
628,2024-01-14T01:30:00,1.565,2.660,5.696,9.739,108.00,26.450
629,2024-01-14T02:00:00,1.485,2.270,5.492,9.668,101.00,26.450
630,2024-01-14T02:30:00,1.391,2.350,5.284,8.518,97.00,26.500
631,2024-01-14T03:00:00,1.480,2.509,5.670,9.909,101.00,26.450
632,2024-01-14T03:30:00,1.423,2.320,5.547,9.793,95.00,26.450
633,2024-01-14T04:00:00,1.451,2.460,5.425,9.823,88.00,26.500
634,2024-01-14T04:30:00,1.339,1.970,5.283,9.776,95.00,26.500
635,2024-01-14T05:00:00,1.333,2.410,5.457,9.708,101.00,26.450
636,2024-01-14T05:30:00,1.208,2.070,5.210,10.106,99.00,26.450
637,2024-01-14T06:00:00,1.231,1.870,5.642,9.826,97.00,26.500
638,2024-01-14T06:30:00,1.214,1.830,5.249,9.725,104.00,26.450
639,2024-01-14T07:00:00,1.273,2.250,5.493,9.661,101.00,26.450
640,2024-01-14T07:30:00,1.231,2.170,5.220,9.704,101.00,26.450
641,2024-01-14T08:00:00,1.259,2.330,5.120,9.288,105.00,26.450
642,2024-01-14T08:30:00,1.259,2.090,5.135,8.832,104.00,26.500
643,2024-01-14T09:00:00,1.276,2.150,5.023,9.136,104.00,26.500
644,2024-01-14T09:30:00,1.298,2.360,5.119,9.266,95.00,26.500
645,2024-01-14T10:00:00,1.320,2.330,4.955,9.727,106.00,26.500
646,2024-01-14T10:30:00,1.392,2.251,5.161,9.250,98.00,26.500
647,2024-01-14T11:00:00,1.401,2.180,5.188,9.251,99.00,26.600
648,2024-01-14T11:30:00,1.362,2.110,5.114,9.184,106.00,26.600
649,2024-01-14T12:00:00,1.323,2.300,4.963,8.965,98.00,26.650
650,2024-01-14T12:30:00,1.405,2.030,5.373,9.368,98.00,26.650
651,2024-01-14T13:00:00,1.386,2.240,5.167,8.517,99.00,26.650
652,2024-01-14T13:30:00,1.407,2.170,5.143,9.743,94.00,26.700
653,2024-01-14T14:00:00,1.470,2.520,5.182,9.317,94.00,26.700
654,2024-01-14T14:30:00,1.418,2.380,5.144,9.644,97.00,26.700
655,2024-01-14T15:00:00,1.413,2.180,5.128,8.944,95.00,26.650
656,2024-01-14T15:30:00,1.462,2.350,5.245,8.533,92.00,26.650
657,2024-01-14T16:00:00,1.377,2.200,5.222,7.587,101.00,26.650
658,2024-01-14T16:30:00,1.489,2.410,4.997,8.264,105.00,26.600
659,2024-01-14T17:00:00,1.444,2.370,5.016,8.486,99.00,26.550
660,2024-01-14T17:30:00,1.607,2.880,5.115,9.747,84.00,26.550
661,2024-01-14T18:00:00,1.573,2.870,5.225,7.844,97.00,26.550
662,2024-01-14T18:30:00,1.679,3.000,5.055,9.436,102.00,26.450
663,2024-01-14T19:00:00,1.738,2.749,5.124,9.328,101.00,26.400
664,2024-01-14T19:30:00,1.707,2.670,5.119,8.238,98.00,26.350
665,2024-01-14T20:00:00,1.713,2.808,5.353,9.687,104.00,26.300
666,2024-01-14T20:30:00,1.667,3.044,5.148,5.638,94.00,26.250
667,2024-01-14T21:00:00,1.694,2.904,5.143,9.370,109.00,26.350
668,2024-01-14T21:30:00,1.539,2.730,4.988,8.208,104.00,26.350
669,2024-01-14T22:00:00,1.595,2.720,5.233,9.715,106.00,26.300
670,2024-01-14T22:30:00,1.503,2.320,5.021,9.025,95.00,26.300
671,2024-01-14T23:00:00,1.431,2.330,5.066,9.264,88.00,26.250
672,2024-01-14T23:30:00,1.332,2.520,4.752,9.470,97.00,26.250
673,2024-01-15T00:00:00,1.254,2.030,5.181,9.495,108.00,26.250
674,2024-01-15T00:30:00,1.218,2.120,4.728,9.403,92.00,26.250
675,2024-01-15T01:00:00,1.173,1.970,4.859,9.343,97.00,26.250
676,2024-01-15T01:30:00,1.133,2.020,4.562,9.567,99.00,26.200
677,2024-01-15T02:00:00,1.118,1.640,4.668,9.458,97.00,26.200
678,2024-01-15T02:30:00,1.146,2.130,4.572,8.366,99.00,26.250
679,2024-01-15T03:00:00,1.120,1.720,4.672,9.290,99.00,26.300
680,2024-01-15T03:30:00,1.138,1.670,4.730,9.485,102.00,26.300
681,2024-01-15T04:00:00,1.080,1.690,5.035,9.281,95.00,26.350
682,2024-01-15T04:30:00,1.048,1.776,4.909,9.744,95.00,26.350
683,2024-01-15T05:00:00,1.078,1.730,4.715,9.171,102.00,26.350
684,2024-01-15T05:30:00,1.069,1.870,4.742,9.352,97.00,26.350
685,2024-01-15T06:00:00,1.141,1.900,4.642,9.464,98.00,26.350
686,2024-01-15T06:30:00,1.111,1.730,4.675,9.339,95.00,26.350
687,2024-01-15T07:00:00,1.152,1.730,4.750,8.889,98.00,26.350
688,2024-01-15T07:30:00,1.088,1.720,4.548,9.427,97.00,26.350
689,2024-01-15T08:00:00,1.078,1.660,4.707,9.301,104.00,26.350
690,2024-01-15T08:30:00,1.014,1.820,4.765,9.071,105.00,26.350
691,2024-01-15T09:00:00,0.998,1.700,4.764,8.567,97.00,26.400
692,2024-01-15T09:30:00,0.935,1.350,4.767,8.606,102.00,26.400
693,2024-01-15T10:00:00,0.894,1.410,5.091,9.382,98.00,26.400
694,2024-01-15T10:30:00,0.853,1.370,5.278,9.319,105.00,26.500
695,2024-01-15T11:00:00,0.892,1.290,5.223,9.258,116.00,26.550
696,2024-01-15T11:30:00,0.859,1.490,4.625,9.359,104.00,26.450
697,2024-01-15T12:00:00,0.955,1.610,4.445,9.316,109.00,26.550
698,2024-01-15T12:30:00,1.125,1.950,5.131,9.266,111.00,26.500
699,2024-01-15T13:00:00,0.953,1.460,4.600,9.240,98.00,26.550
700,2024-01-15T13:30:00,0.964,1.860,4.871,8.635,101.00,26.550
701,2024-01-15T14:00:00,0.990,1.710,5.062,9.258,101.00,26.550
702,2024-01-15T14:30:00,1.046,1.840,5.063,8.988,105.00,26.550
703,2024-01-15T15:00:00,0.968,1.620,4.684,9.136,104.00,26.550
704,2024-01-15T15:30:00,1.007,1.710,4.923,9.215,108.00,26.550
705,2024-01-15T16:00:00,0.949,1.700,4.876,7.851,99.00,26.550
706,2024-01-15T16:30:00,0.943,1.500,4.545,8.132,101.00,26.550
707,2024-01-15T17:00:00,0.944,1.720,4.650,8.295,104.00,26.550
708,2024-01-15T17:30:00,0.948,1.480,4.631,8.878,105.00,26.450
709,2024-01-15T18:00:00,0.971,1.730,4.691,8.533,101.00,26.400
710,2024-01-15T18:30:00,0.938,1.910,4.821,8.762,102.00,26.400
711,2024-01-15T19:00:00,0.983,1.510,4.929,8.853,99.00,26.350
712,2024-01-15T19:30:00,0.995,1.770,4.798,9.324,105.00,26.400
713,2024-01-15T20:00:00,1.014,1.710,4.857,8.157,97.00,26.400
714,2024-01-15T20:30:00,1.017,1.585,4.683,8.402,97.00,26.450
